comentario;sentimento
overall good but its honeycomb pads not wet properly that affect cooling;0
bad product;-1
nice product;1
its very tight and meaterial is very bad;-1
not proper size;-1
its ok;0
not rechargeable;-1
product is not good;-1
love this product;1
too tight disappointed;-1
good product;1
everything is good but im giving 4star bcz its difficult to press volume and power button with cover on otherwise everything is greatthe rubber doesnt slip easily good fit ;0
low quality;-1
this material is not good because after 2hours leackege;-1
the product is well packed and delivered on time but the problem is with the quality of the product actually the quality is not as expected;0
waste productevery time lekege and not soft at all its better to not take it;-1
thankyou ;0
1 wire length is very small2 air throw is nearly 14 ft only in the specification it is given that air flow is 45 ft;0
good;1
handle came off in 2nd day of using it did not expect at this cost quality will be this poor;-1
avarage;0
okay;0
not that much comfortable;-1
product is good but very thin;0
ok;0
product is very good performancevalue for money;1
quality not working properly;0
super;1
vary bad;-1
nice product and good quality;1
easy to install;1
definitely need good knowledge and skill for germination of seeds temperature is most important for germination seeds are good cocopeat and vermicompost 50 50 mix soil;1
nice product it serve you hot water in just 15 mins;1
good;1
very low quality but high price no good;-1
durable items;0
very bad product;-1
this product is very worst;-1
good;1
ok;0
ok;0
ok;0
not so good not so bad its ok ok productsutable for a small family;0
nice watch thank you flipkart;1
ok;0
i gave 3 stars because its to huge;0
good one;1
not bad not gud;0
great sound output;1
pampers and manypoco pants are better then this bumtum;-1
paikin is not good;-1
low quality waste of money plz dont purchase it;-1
nice product;1
ok;0
product is ok;0
its good but to small;0
very rough material used got rashes on babys skin;-1
bad diaper;-1
okay;0
light is very low so;-1
very very poor quality please dont buy for your babies flipkart dont sell these kind of product;-1
ok;0
delivered in time;0
its not only;0
waste of money and time after 5 days only ball got puncher dont purchase it;-1
size loo long;0
not bad;0
very thin;0
nice shoe quality is too good;1
varry bad packing;-1
good product;1
awesome;1
very bad product;-1
good;1
very good product and service 5 star;1
every time i purchased this productnow i received low quality diapersnot gud;-1
bad quality;-1
good;1
for 2members only;0
value for money best to buy during offe4 season;1
good ;1
size very small than mention;0
not working properly;-1
great;-1
poor quality waste of money;-1
good;1
not good at all;-1
good product value for money;1
overflow issuenot recommended;-1
good delivery working good;1
average product;0
absolutely right choice;1
nice;1
nice;1
very bad product dont buy this;-1
screen size is 15inches not 156low audio;0
too much poor quality plzz do not buy;-1
heavy duty fry pan;0
audio quality is jst ok if you are looking to buy a soundbar for bedroom then this will work for you and if for living room then go for some other one as it is only 80w the bass is not clear on higher volumes;0
quality is low;-1
not goog;-1
really worst product dont buy it very very poor quality;-1
value of money;1
decent smell;0
dont know working or not;0
ok product;0
worst quality product also i need to spend 500rs extra room assemble and allign its wheels wheel allignment is improper and the tyre quality is very poor;-1
not good leakage issues bad quality;-1
nice product really good but installation person will charge for small alterations or i already had a prefilter housing he was forcing me to by the new one where i told him no need to change the housing and only changed the paper candle even he was forcing me to change the inlet wall which was in good conditionneed to handle them carefully;1
not durable stitching of thread is the worst;-1
colour not same;-1
average;0
awesome formal watch;1
average;0
best product;1
okk;0
very good product;1
nice;1
size required;0
poor qualitydont waste u r money;-1
best product in reasonable cost i got it for 12000;1
not absorbing;-1
size is too small;-1
product is not good;-1
worst of money;-1
quality is ok but width of side shelves is 20 cms which is less than mentioned in description ie 25 cms;1
good delivery timing communication with you guys very good but product which shows not like that may it will be more than that thank you improve that;-1
poor design and a lot of fake reviewsall diapers leak and the inner layer gets separated from the base switched back to old brand worst product quality and design;-1
very good accuracy;1
nice;1
not good worthless;-1
its too small;0
not god as price;1
very very worst;-1
that company is very baad chuttai makes company people;0
ok ok product;0
all perfume smells good;1
small;0
worthless;-1
this product as very poor and chief dont bayer this item;-1
bad football;-1
avrage;0
small in size and bad quality dont buy it;-1
nice product ;1
its good but needs ventilation;0
ossam nd fabulas product nd the ply is so good happy;1
average;0
good packing and plant received in healthy condition;1
nice look;1
waste of money very bad products its leaking within 2 hrs only so dont purchase;-1
very bad productit was not properly manage the wet just it was 3 hour managebleit was not protection hole night;-1
best pic but the small one for the watch;1
must purchase;1
ok ok;0
well i must say its excellent productits far far worth and better than any other product like aqua gauerd or eureka in price tag of 8k loved it ;1
most 3rd class diapers please dont buy anyone toilet likage problem in this diapers fully waste of money please dont buy ;-1
handle is nt goodfood ready donot switch off this steamer;1
i like it thnxxx flipkart for amazing watch;1
very good ;1
its not comfortable to wear very hard sole;-1
under 700 me google next 2 super;1
100 genuine product;0
how come a 45 watt power adaptor output produce 100 watt sound ;0
very good;-1
best;1
not good products;-1
not bad;0
poor quality and leakage 2uirin;-1
very very nice watch;1
very poor product leakage problem and its make rashes at the first week of usage and its spread all over the body tottally disappointed;-1
good working condition;1
ai barer product ta akdom valo noiquality not good;-1
small and less attractive;-1
its very small;0
this time quality is not good after wear too much ratios come;-1
small size;0
op range ;0
too high cost and low quality;-1
not bad bt oky oky;0
ok;0
light mising;0
very bad;-1
thin mat;0
very uncomfortable;-1
size very small and price so high;0
food design;1
i loved itmust buyflipkart denial for instalationthen i got bajaj s helpline number from googlethen they sent the person for free installation;1
not god;-1
ok;0
not bad but not good only 2 months working and after not work;-1
builtin quality is good sound is high;0
bad site;-1
poor;-1
the teddy bear is really thin and its not really that big how it showed;-1
super quality mic for its price;1
worst diaper we have ever bought bum tum bheem theme diaper is good but this one is worst;-1
no good;-1
in starting it was good but after using for sometime it not work properly;0
mediums products;0
very bad diapers dont buy this item because diapers made very low quality meterials;-1
awesome must buy it;1
good;1
let see what after complete this;0
good quality with low price;1
thread jamming occurs very often;0
super ?�;0
good ;1
the quality is not good ;-1
okay;0
nice;1
good;1
not good;-1
okay;0
poor quality;-1
low quality color print out;-1
nice and fast delevery;1
waste of product leak problam;-1
hand dry after use of this product feel uneasy in hand;-1
dont waste money;-1
great;1
10062022todays is the 11th day of the bought cycle from flipkart with the band name urban terrain tokyo i have bought two units of same size 275 and colour my son informed me that the coating plastic on the branding sticker pilled off surprisingly the thin coating plastic took the cycle colour also it shows the poor painting on the cycle very disappointed with the product it is the 11th days and such has happened dont know what will happen in coming time;-1
very nice product;1
likage prblm dnt absorbed urine over night dnt buy waste of money;-1
very small size only 6month baby usenot medium size;-1
ok;0
bad product ;-1
baby gets rashes if worn for more than 4hrs within 4hrs it gets wet poor product;-1
quality wise very mediocre not very wise to buy;1
waste of money they are very cleaver putting no retrun policy this daiper are not absroving urine all potty comes out do not purchase this at all;-1
ok;0
ok;0
this is very tight according to size;0
fast delivery nd ultrafast installation;1
just ok;0
this product has disappointed us really pad qualityit total waste of moneyeven in one hour of wearing this diper leakage take place from every cornerwe need our money back;-1
product not looking goodim unsatisfied;-1
good quality but it is very weightful;0
cheap quality;0
ok;0
awesome looking watch;1
no 1 3rd class product highly recommended that not to buy and also dont use if you get it for free regetting for my decision ;-1
wast product;0
close your eyes ?� and ?�?� go for it beautiful bycycal i ?�?? it  thank you flipkart?� after 3days i face some chain problem so chain coliti is not good otherwise everything is good;0
this is a life saviour for someone who forgets their medicine just go for it;1
very poor product;-1
very poor quality go for original crocs only;-1
just nice;1
grt;1
neck was so tight it dont suite for 10 months baby too;0
very bad early soon leakage problem ;-1
super built quality value for money;1
very bad product ;-1
very good product i realy love it and jeevas instalation was very fast and good well behavior personsthank you flipkart;1
ok;0
product quality is worst poor quality material is used and no leakage protection;-1
worst one dint purchase;-1
very good shoe and light weightmust buy;1
bad product waste of money;-1
ok;0
air release in 23 dayss;-1
bad product;-1
i am not exciting back cover see but ok;0
product is very good ;1
this product is not good it is useless in mansoon;-1
good product ;1
valueable product;0
good and attractive price delivery is excellent by flip kart technology wise product is good let to see the performance amc is little costly;1
good working;1
slippery doesnt absorb water;0
perfect;1
good product;1
not so good pasting is so low;-1
i hate that type of quality ;-1
sound is more ;0
good;1
unhappy with product as on single toilet is is leaking and customer care is not able to solve issue he cannot do the anything worst product my 600 rs is waisted;-1
good product but heat comes while using;1
not satisfied because two or three times if baby urine come outside;-1
good;1
nice product but charging point is not available;0
that was good but some seeds are not growing still yet and some seeds are very good like sunflower;1
bad prodecut leakage maximum use 1 to 3 hours;-1
nice prodect;1
useless product cuddles diapers are better than this one;-1
overall good bt touch response is not good its worst touch experience;0
ok;0
sound not better ;-1
motion sensor is not working and its 5th month;0
it is not large size it is also medium size baby paparly not fitting;-1
product is very good and looks very good the only thing is that the backside material is little bit thin delivery and installation were done as on the date assured by flipkart;1
awesome;1
nicebt not exact colour;0
the product is awesome;1
price is to high;0
average picture quailty;0
installation done on time and hassle free thanks to technician overall price offered by flipkart is awesome best purchase;1
waste quality and no observe pampers;-1
worst qualitysole base came out within 1week;-1
excellent product must buy i love it;1
good sounds quality;1
its not good bcz its not long lasting;-1
speaker was not clear sound very low;-1
product is goodbut late delivery;0
pure baas no instrument can be heard clearly wont that great for true music loversi suggest if you only love the songs where the bass is only your concern then go for this otherwise choose any other speaker that provides better instrument separation and wider space;0
jars are smaller than other jarsquality is lesser than other mixers;0
look wise very good but quality so poor;-1
good product;1
first class thanks;1
stuff is nice bt size is not up to mark;0
ok;0
lots of dent on it but it wroks properlynot so good;0
average;0
very small;-1
very poor quality;-1
average;0
very good quality i am impressed;1
good product with less price;1
not bad;0
good but dener set are very small;0
the turbo fan is not working at all;-1
excellent product hassle free free installation provided by company technician he installed external filter which i bought separately on free of costpros water taste is too good not like aqua guard it is not running for every 15 minutes though the water is full if water is full it will not run if we pour some water then it starts automaticallycons sometimes power gets off automatically i mean no power supply indicator itself displayed in the machine we have to switch off the ;1
ok;0
price is high;0
nice product thank you flipkart and l am love it;1
just ok;0
i tried something new with this product to support emerging brands but its fail not useful leakage from boundary layer waste money;-1
awesome;1
good piece i got;1
actually the product is good but the installation was improper and issue was not being resolved earlier now after it has been finally resolved getting calls daily to resolve the issue giving 3 star because of that or else the product is excellent i would say but a bit complicated to get used to;1
ok don;0
seat material very low;-1
cooler design is good and nice sir will come but little noisy else all features is good;0
good products;1
not bad ;0
very bad quality;-1
nice product;1
okay;0
ok very very valuable price;0
love it just nice but the smell coming from every copper;0
not a bade product;0
super;1
quality is was not good;-1
worst product;-1
poor quality;-1
very poor material;-1
smaller than expected;0
product ok but delivery date is very long;1
varnika product;0
cheap quality plastic;0
its work amazing thank you flipkart;1
awesome;1
size is not exactly what is in picture so buy wisely;0
i think it is good;1
dont think buy this ballthis is best in the marketit also has a inflating niddle but delivery was very delayed ;0
i am very happy thanks flipkart very good bottle;1
good quality;1
quality of paper is very low;-1
very good product and good servicewonderful;1
super;1
very good watch nice looks comfortable wear great deal;1
i use this watch only 34 min showing black lines on display;0
good but not n95 quality;0
nice producthope it will usefull for me;1
best in this price range;1
this is the review after 6months of this filter usage while looking for ro filters i was bit confused weather this is a best option or not only question in my mind is weather this is atleast better than the water cans after testing it for 6months this is the best option even without the extra filter i was using it for 6months and taste as well as quality is awesome budget friendly and people who are looking an alternative instead of water cans can buy this;1
very good quality;1
good product;-1
just ok;0
too small;-1
very poor quality not as shown in picture;-1
value for money best in segment;1
exllent sound quality;0
its ok but there is sound in compare of other brand;0
ok;0
very good product;1
i am not satisfied dont buy this product this product is not good ;-1
average product better to go with google mini than thisreview after 2 weekspros1 sound quality is good and clear2 it can help you with basic tasks what smart assistant can do3 good build quality4 easy connectivity to google apps like google duo google calendar5 every morning if you say whatsup today itll start with gift morning wishes weather then calendar items or reminders then reads out news from various famous news channels its very useful featurecons1 voi;0
it is too short for window;0
very worst;-1
normal fin cooler;0
good product;1
super;1
low quality product leakage problem;-1
the ball is good but it feels like somehow hard at my opinion it is very good football;0
bad product;-1
super;1
just okayproduct quality okay quality normal;0
awsome appliance and perfectly delivered;1
its useful to usvery nice love it;1
quality is ok;0
not better than alexa many a times despite beign google this machine doesnt give desired results even for the music which otherwise we can find easy on youtube it doesnt take the command proper and plays something else;1
very nyc1but im not attended by installation serviceso upset a little bit;0
as a flipkart customer i am vary disappointed with this product due to unprofessional wishmaster e kart person cause i have not this product replacement order yet i paid for this product but i have not received this product yet so how can i will say about this product features because i am not used yet due to rubbish wishmaster of e kart but today 07092018 i got that product so now i am satisfied because finally i got my replacement product in good condition;1
not so good;-1
quality of the product is very low chance of rashes is comparatively high;-1
material was very good but size not sufficient;0
poor qualityleake earlygo for other brands;-1
very very good;1
okkkk gud;0
very bed product;0
not so good leakage problem;-1
average nice;0
good;1
i set this my maruti suzuki omni carsuper value for money;1
the case is awesome but the cutout for the apple logo is just a little on the lower side;0
very thin and s is too large;0
very very poor bad product;-1
tooooo smalll;-1
good item;1
using it past 15 days and its been working good and hope it continues best product at this price ;1
not working;-1
fantastic buy real value for money using for more than 15 days does its job perfectly noise less performance;1
good;1
not good chip colety;-1
size is small;0
super product ;1
poor quality poor looks mat finish not high gloss poor printing didnt like it;-1
very bad item;-1
it is not tht much helpul whtever i thought about it;0
good product for beginners but sometimes sound noise come through this mike anyways its ok;1
maximum all diapers are leaking very poor quality waste of money;-1
i am giving 10 out of 10 in this price along with installion its amazingtrust of bajaj is also here;1
not a good productdamage rear tyre ring in 1 month;-1
quality was not good;-1
ok;0
this is waste product;-1
good and nice quality;1
its powerfull but make a lot of noise and also its up very quickly;0
good but not worth for money;0
average;0
dont buy waste products;-1
nice tv unit i used one for my wfm you can whatsapp for video instructions;1
okkk;0
the diaper quality is dame bad please dont purchase itlooking at the good reviews i purchased it but the quality is very very low;-1
mob rod quality is nhi good totally disappointed;-1
low qulady;-1
for cosplay stuffs this is goodinsta themorningstarand27others;1
very worst diaper;-1
poor quality;-1
widest product;0
prosceremic coating internallywork for day to day usuagegood build qualityconshandle to open door rather push buttonno coating plate providedno dial for timer and for even 10 minutes times you have to press 60 times;0
tempered glass is not working;0
excellent;1
we expect quality was not in the product;-1
osum;1
waste product size was too small;-1
water moter not working;0
average not badgood;0
ok;0
great;1
just torn after 5 days use;-1
very very good;0
light colours;0
very small size but good product;0
just okay after long time not suitable;-1
small size ;0
good product this price;0
leakage;-1
good product in this price;1
best price best delivery timingsuperb product timely demo even in village excelent service done by flipcart thanx again;1
very tiny table;0
all in one hai flipkart main;0
ok;0
not bad;0
ok;0
its ok ?�;0
bumtum now decrease the quality of d pampersso buy less quantity first;-1
overall good in this price range;1
i like the ballgood ball but you can also provide the pin to pump air in it but overall its excellent product value for money thank you flipkart;0
leakeage problem worst product;-1
very poor;-1
very bad product dont buy everyone;-1
good as expected same as shown in picture quality is good;1
price basis ok with this product;0
very bed experience with flip kard;-1
thank u flipkart;1
no good west of product;-1
good one;1
its little bit thin;0
descent;0
is ok ok;0
very nice;0
excellent product takes very less time to make a full bucket of hot water price range is too good its affordable for everyone;1
below avarage;0
not good;-1
size not satisfied;-1
size is small;0
good compert;1
good;1
only single bowl but not bad;0
nicr;1
not good for long time;-1
average;0
its ok;0
so so quality;0
the tv unit is really awesome and the installation done was perfect a great product and worth the money;1
books are awesome but packing is not good;0
very bad;-1
ok;0
ok;0
good;1
size issues;-1
very good product;1
not working this product;-1
quality low ase per value ita just ok i give 25 out of 5;0
amazing ;1
product quality is very poor;-1
thickness not as given;0
this product is the best and in low budget i got this so im very happy with this and i got this in only 23 days after order after delivery i got free demo tooi recommend you guys buy only this product;1
okay;0
not bad;0
nice kit;1
product is very nice but there is no preheat button nice packing delivered in time the demo was given by the ifb personnel with in 5 days the great drawback is that there was no warranty card neither hard copy of original sealed bill inside now i am in a dilemma that how can i claim for warranty if required i called the flipcart representative but he told that the soft copy of the bill will be sufficient for warranty claims one more thing i would like to add this is 900 watt so heating;1
color faded very quickly;0
very bad product dont buy;-1
gloves rubber is very thin;0
it was a other prodect;0
very loose diaper and also saggy after 2 times pee;-1
ok;0
120 songs is fack charge only 5 minutes used;-1
good srvish;1
all good;1
worst diaper;-1
very cheap because liquid is leaked from diaper not comfortable;-1
full plate size is small but product quality is goodsize is the only concern;0
this is too shorti am unhappy;-1
this friday is not good leakage outpampers;-1
best in this price segment it gets hot in just 3mins worth of money go for it;1
gud for two persons;0
ok;0
superb;1
good qualitytq flipkart;1
small size;0
not good only ok;-1
low quality very baad product;-1
battery backup is only 3 hour and sound is okay;0
showing accurate values thank you flipkart to providing these type of products;1
nice;1
product is gud but the belt colour of the watch is not same as in the image;0
averagegetting yellow just in week;0
bed quality;-1
normal productnot for music lovers;0
its really ossm i like it v much;1
fine;1
normal;0
average;0
good productbut only suffort single mobile;0
small size;0
go to opp buds or oneplus;0
weighted shoes not finishing properly;-1
not that user friendly to installone side was little bended slightly so it becomes tough to fix itwe are advising to before despatching they should fix it and should share the picturevideo via whatsappproduct is polished worth to buy only difficult is installation may be it was easy for some other;0
very bad leakage problem;-1
poor;-1
does not stays for long duration;0
fine and good service;1
avarage;0
quality is good but demage;0
nice;1
its ok;0
very bad products ;-1
not up to the mark;-1
i got this product the very next day from the order date and demo just after 2 days great service from flipkarti have been using this product for a month and its running well without any issue i am very much satisfied with this product and services of flipkart;1
packaging of this book was not good  but the content of book is good and helpful;0
bad;-1
not more absorbable do not like this product;-1
perfect fit love it;1
okk;0
ok handle is too shorte;0
within one month rubber can be seen;0
good product;1
its okay space saved;0
absolutely waste product no absorbing capacity at all;-1
avarage quality;0
best product in best price;1
aquagrand product is very good service technician nilesh service is to good;1
thanks flipkart;1
no sound quality is goodteddy is long ;-1
decent product;0
motor is very fast so it will work very slowly;0
very poor quality leaks;-1
nice product tank u flipcart;1
was using a simple platform to learn python coding and the device froze the device is absolutely new and i wasnt even multitasking also the speakers of this device fall on the negative sideapart from that laptop seems fine for now;-1
nice;1
buy two bikes one bike has thick tyre but another has small;0
nice;1
good but tap already broken after two days;0
great product awesome sound for such small size only con is that the power cable is a barrel plug cable instead of a typec connector cable;1
avarage product;0
product is goodbt paking very poor;0
average;0
very bad product sandal damaged even in one day usage;-1
it is very good but given 3 star because no dust protective cover for charging port however i bought this because some shared the pic in the review that it has that protective dust cover;0
average;0
very poorwet in single pee doesnt even last for 2 hours;-1
star light is 6 to 7 days after that no light is working what happened to this i dont understand pathetic for mehow about other person i dont know;1
finishing not up to the mark;0
very good in quality that why i buy another one for shooting;1
i purchased size l but its looks like m other companies diaper is bigger so be careful while purchasing buy 1 size big;-1
leakge problem;-1
its good product youtube best mic worth it recommend this;1
average product;0
worst product dont buy it few days rashes come to my child and urine not observed in diaper fully outside came even my child also not sleep well for this wet condition;-1
leakage problem;-1
worst product 6 hours absorbtion is also not there in this product please dont buy;-1
beast in market;0
there is no single quality to write a review;-1
in love with the bella vita organic oud perfume it can use men as well as women and fragrance is long lasting it has notes of caramel vanila cedarwood sandalwood and musk one can gift it as well highly recommended to buy product for sure;1
power full motor;0
not comfortable;-1
good football but loses air in little amount of time;-1
need bowl set of six with this productbig bowl;0
brand value;1
good shose;1
this oud perfume is super fun to apply as it provides a long lasting fragrance and its affordable too suitable to both men and women is an added advantage must buy for a good perfume;1
ok;0
manufacturer provide only one button;0
nice product used past 20days world nicely instalation and demo is worst from haier side other wise its suitable for 4 family members;1
worst product avoid buying;-1
20wats speaker only;0
good quality;1
bad quality;-1
1 instrument is very worthful 2 everyone must keep this in their residence when it needs3 quality and accuracy needs to be improvise;0
this product is just amazing looks beautifull;1
low quality product;-1
nice performance good product;1
it is very small;0
product is good but less capacity of soak up;0
not good;-1
not bad;0
its ok;0
size of pillow is smaller what is mentioned;0
cap is not from arrow;0
very good ;1
product is very bad wast of money;-1
not bad;1
this is a very bad product please dont buy this it took just one night 12am 4am onlywhile in the night the gel gets leaked very badlyand in the morningthe gel from the diaper will be seen on the body of baby;-1
best gyser in budget priceit takes 20 minutes to gave you full hot boiled water and keep the water warm for upto 45 mins and if you power on it for 10 minutes it gave you medium level hot water and keep it warm for upto 25 minutes i power on it for 20 minutes but it didnt consume a single unit best gyser for energy saving;1
good quality product on time delivery;1
good but heated;1
nice;1
great price got in 201rs only and also very fast delivery flipkart packaging is good but this time little disappointed with packagingbut got on time behaviour of delivery boy name rajan malhan is very good great experience with flipkart till now;1
good looking;1
good product;1
i love this i have 2 nest great product;1
sound quality not clear;-1
it is not so good ;-1
plz dont buy this productmy daughter is 3 yrs old so told me abt the rashes and discomfort young ones cant even explain bad product dont buy safety is more important;-1
nce but base is more;0
average;0
good product;1
satisfied with service and product;1
quality was very cheap looking is good with light weight made with worst plastic material;-1
average;0
okay okay;0
everything is alright but it is a little bit small size ;0
law quality;-1
product is not functioning after a month mop base is not rotating as it is stuck bad experience with this item;-1
ok product;0
content is good but very very very small book;0
best;1
quality is not a good;-1
chip quality;0
okay always;0
sometimes not working delate system;-1
bad better not ok;-1
poor quality;-1
seeds are healthy and good condition before sowing the seeds remember few points1 sow in seeds pots or disposal glass but needs to make hole at the bottom2 keep the seeds tray at semi shade areas where sun light comes indirectly dont keep it under the direct sunlight 3 give watering time to time but use spray for watering4 if you want better germination please use cocopeat6050 and vermicompost4050 mix very less amounts of fungicide with the cocopeat and vermico;1
it gives a nice look to my home and wonderful product worth for moneyinstallation services are really good thank you flipkart;1
awesome what more to say;1
small size;0
the slite is 1month warming and not working the sleet west money;-1
review after first use i have a tiled floor at my home so i decided to get a flat mop instead of the round one the drying section can be a bit tricky at first but you get the hang of it once you actually use it you have to apply pressure while inserting in the drying section because thats how its gonna dry few problems i faced and would like to highlight upon are 1 the white material attaching the mop handle with the mop head is made up of really cheap quality plastic compared t;0
ok ok;0
really awesome product i love it;1
capacity not perfect;-1
v small;0
test is not up to the expectations;-1
good work ing;1
very very very bad product;-1
heating time is good;1
kent is perfect and delivery very fast delivery boy is so humble and installation perfect the next date of purchasethank you kent and flipkart;1
wonderful;1
avrege quality products;0
worst product ever completely waste of money dont buy at all;-1
average;0
just ok;0
nice flower;1
sound quality is good but calling is not good as well bass good dont go for calling;0
bad product;-1
very nice ;1
very bad experience its very poor quality of product its leakage between 23 hours;-1
no aloevera gel inside such a worst product i never seen this type of diapers waste of money i saw reviews and buy this item;-1
nice prodect;1
price keeps on changing frequently;-1
not expect;0
diaper quality is not fn;-1
it is too small;0
original memory card best;1
very bad quality;-1
i suggest not to buy it based on my experience with the phone for 1 monthtakes more than 2 hours to full chargewith full usage battery will stay for 68 hoursit will hear up after 23 hours continuous usage;0
size is small;0
bad qualityleakege problemthin daiper dont buy;-1
it is not a good football because the is not made by real leather when i take the football after 1012 days in that the football is made by a small white daghaand i have also send the photo se that;-1
pore quality;-1
very poor quality product i am very un satisfiedpls dont by this product;-1
nice thermo steel flask;1
likage problem;-1
its not good as huggies;-1
ok;0
fantastic;1
paking super and good product;1
average;0
very poor quality flipkart cheated its dustomer;-1
pricing according to product is too high;-1
this is not mat it is just clothworst product;0
its gud to keep light weight stuff like clothes toys even shoes;0
very bad prodect;-1
i purchased this product in sale 8431 and it very good product in everything;1
loved the bounce but the skin is not that good not suitable on hard grounds the weight and bounce is really good ;0
this powred contains dust particalswhen you prepared a cake and eat you feel muddy dusty particals while chewing or eatingnot worth buying;-1
worst;-1
quality was not that good;-1
good product ;1
very low quality productplease dont buy this product;-1
very nyc and easy to use;1
nobody purchase this diaper very bad qualitylickege susu poty very bad product totally vest money;-1
just ok;0
slow performance;0
nice product;1
 size is too big;-1
this product is really extremely worst product;-1
apart from the drainage point which is not given anywhere makes it very difficult to clean rest is fine;0
this is one ma recent fav perfume which can be used by both men and women it has an amazing fragrance that lasts for hoursclassy n luxurious packaging too i would like to give it 5 as my love ratingthanks to bella vita for bringing this amazing fragrance to the market;1
very much linking problem;-1
osm;1
better as expected;1
dont buy weste of money bad quality;-1
very bad very thin paper;-1
installation done successfullyvery nice product;1
not like;-1
size too bigsound too slowwaste of money;0
good shoes;1
body heating;0
average product;0
product quantity is lowwaste of money waste of time not turestable product;-1
lower quality;-1
worst quality for this time before i bought same product its very nice but this time its quality is very very bad and also return policy also not for this product how can use this product without good quality;-1
nice product of bajajnot looking as per picture shows popular plus not written;1
bad product not for daily use;-1
almost grow all seeds;1
ok;0
very good lakme product;1
its good;1
good;1
nice;1
below quality just west of money;-1
okay ok;0
it should have got the eraser option to erase what we need but it got the option to delete everything in the pad;-1
not quality paper;-1
need for every homebut singer should be provide pico foot with this machine;0
product is very nice 659;1
average;0
very chip quality only 2 hours diaper leakage;-1
bad quality;-1
worst daipers;-1
do not absorbing the wet;-1
next ce;0
not bad;0
dont buy it waste product ;-1
poor quality ;-1
size is small;0
very thin and not observed power ;-1
excellent product;1
waste;-1
not a shinig cloth;0
nice one;1
go for another product within 4 days i have got some issues switch doesnt work properly;-1
very very nice iam impressed;1
some seeds not growning but its ok with it;0
very good products and nice ;1
verry fast to cook rice;1
goodbut heating kam deta h;1
very small in size voice is not clear poor speaker;-1
ok ok product the inner material is not good if youre in hot regions;0
still i am not use;0
very noisey inverter;0
its my first time for using these type of cloth its shown as picture but all the 10 clothes size is different orange is smallest is size and a sky blue is the largest ;0
very bad;-1
creat rashes and leakage problem;-1
average;0
very low quality;-1
the colour combination is no good but this product is good for kids;-1
according to the price the price of this teddy bear is very high;-1
arrived as promised pretty good and i am not a planter but i think i can see brocolli siblings 2 of them hope i get to eat it by myself and will let you know how it taste cause it should count;1
ok;0
good product 22 hours is not workingbut apply to eyes very beautiful thank you flipkart;1
beds;0
excellent product no issues good one;1
its amazing;1
its not good potty leaks from leg side of baby and its not soft like huggies or mammy poko pants i have ordered it first time for my baby after seeing the reviews just to check its quality but it doesnt work for me ;-1
very bad quality lam very disappointed for this product;-1
good seed see in imege;1
as per expected not good;-1
cause rashes to baby;0
nicely product;1
ok;0
very poor quality;-1
amazing combination all of these smell are too good and most important male and female both use these perfumethese perfume stay on my body 7 to 8 hours this gift box is looking very luxurious you can definitely gifted it to your special one;1
awesome quality;1
bad;-1
too much heating;0
ok;0
just ok but costly;0
osm watch in this price;1
the product is average in quality the lighting is very dull not visible and the touch sensitivity has some lag everytime after we rest the screen;0
very bad product;-1
its balast on 6 date after using;-1
good product compire by the rate;1
average;0
v good;1
nys product;0
didnt meet as per expectations;0
average;0
bad product;-1
one side not working i also reset it;0
very very worst product totally weast amount no buy 100;-1
size is less than expected;-1
bad product;-1
its leak in night;-1
awesome;0
worst flipkart service experience and cheap quality dont buy this product;-1
very very very poor product;-1
size is so small;0
its good but quality is normal low ;0
excellent purchased from flipkart nice product with great deal within 5500 just go for it;1
nice;1
very bead not quaily faied;-1
normal;0
the worst quality after first time use the material torn out request flipkart not to promote such cheap material;-1
just last for 5 hours never expect will last for 12 hoursi wont buy it next time;-1
worst quality;-1
nice product;1
must build quality;0
product very poor because leaked the urine within half hour;-1
working is good but once is use they lost sleeve;0
wow so amazing this producti am a using this product 20days approxvery gd workinggd design all are things are very good;1
bad quality;-1
waste of money;-1
it does the job decently;0
not so good the size is too small ;-1
very nice product;1
acuurate reading in this device;1
very bad product with money;-1
not working properly;-1
proforma is very good;1
super;1
too heavy;-1
dont buy this waste of money go buy this in shops i am not writing full problems but its handle gears and suspension worst very hard to ride on roads specially on bridges;-1
very bad quality this time leakage in just 2 hrs;-1
very cheap quality;-1
nice product i review it after use 7 to 8 days its too good heating process are very good its take 2025 min for heat water if you take normal warm water its take 1015 min only1 in this package only water geyser provide by supplier2 didnt have inlet and outlet pipes in sales box when bajaj executive come your doorstep for installing they provide you inlet and outlet pipes free of cost bcz company provides both pipes for customers3 this model doesnt have 3pin top with th;1
product is good works very well but lock system for the jar is not good otherwise good product;0
ok;0
brightness is low;-1
good but not very good;-1
nice product quality products;1
good nice;1
not very usually but price is very good and low budget good product no problem ;-1
worth less;-1
colour change;0
great;1
lot of skins falling down ;-1
normal bottle;0
its ok;0
not use ful;-1
poor quality this diaper;-1
best item;1
vari nic prodakt;0
quality issueproduct is very thick;-1
best for small spaceeasy to install but the fabric quality was not good otherwise product was good;0
dont buy this low lower lowest product;-1
colour ok but not comfortable;0
im not using this dlezer;0
very good product;1
quality us very very bad;-1
not up to the mark;0
bad;-1
worst product and parts are not perfectly aligned and the peddling is soo hardbetter go for hero sprint;-1
